,rank,artist,name,value,date,country,country_code,lastValue,year
8293,4,Little Mix,Touch,345790,2017-01-07,United Kingdom,gb,291826.0,2017.0164383561644
8294,5,Zara Larsson,I Would Like,320843,2017-01-07,United Kingdom,gb,278069.0,2017.0164383561644
8295,6,Steve Aoki,Just Hold On,269657,2017-01-07,United Kingdom,gb,234944.0,2017.0164383561644
8296,7,Rag'n'Bone Man,Human,266872,2017-01-07,United Kingdom,gb,235314.0,2017.0164383561644
8297,8,James Arthur,Say You Won't Let Go,266458,2017-01-07,United Kingdom,gb,247924.0,2017.0164383561644
8298,9,The Weeknd,Starboy,263176,2017-01-07,United Kingdom,gb,256096.0,2017.0164383561644
8299,10,Starley,Call On Me - Ryan Riback Extended Remix,251970,2017-01-07,United Kingdom,gb,251970.0,2017.0164383561644
8300,1,Ed Sheeran,Shape of You,1193762,2017-01-08,United Kingdom,gb,1243633.0,2017.0191780821917
8301,2,Ed Sheeran,Castle on the Hill,1012585,2017-01-08,United Kingdom,gb,1107911.0,2017.0191780821917
8302,3,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),328037,2017-01-08,United Kingdom,gb,367096.0,2017.0191780821917
8303,4,Little Mix,Touch,299165,2017-01-08,United Kingdom,gb,345790.0,2017.0191780821917
8304,5,Zara Larsson,I Would Like,279664,2017-01-08,United Kingdom,gb,320843.0,2017.0191780821917
8305,6,James Arthur,Say You Won't Let Go,261305,2017-01-08,United Kingdom,gb,266458.0,2017.0191780821917
8306,7,The Weeknd,Starboy,245067,2017-01-08,United Kingdom,gb,263176.0,2017.0191780821917
8307,8,Steve Aoki,Just Hold On,242471,2017-01-08,United Kingdom,gb,269657.0,2017.0191780821917
8308,9,Rag'n'Bone Man,Human,239819,2017-01-08,United Kingdom,gb,266872.0,2017.0191780821917
8309,10,NEIKED,Sexual,216462,2017-01-08,United Kingdom,gb,216462.0,2017.0191780821917
8310,1,Ed Sheeran,Shape of You,1323982,2017-01-09,United Kingdom,gb,1193762.0,2017.021917808219
8311,2,Ed Sheeran,Castle on the Hill,1056686,2017-01-09,United Kingdom,gb,1012585.0,2017.021917808219
8312,3,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),359762,2017-01-09,United Kingdom,gb,328037.0,2017.021917808219
8313,4,Little Mix,Touch,322861,2017-01-09,United Kingdom,gb,299165.0,2017.021917808219
8314,5,Zara Larsson,I Would Like,304289,2017-01-09,United Kingdom,gb,279664.0,2017.021917808219
8315,6,James Arthur,Say You Won't Let Go,263746,2017-01-09,United Kingdom,gb,261305.0,2017.021917808219
8316,7,Steve Aoki,Just Hold On,258813,2017-01-09,United Kingdom,gb,242471.0,2017.021917808219
8317,8,Rag'n'Bone Man,Human,254291,2017-01-09,United Kingdom,gb,239819.0,2017.021917808219
8318,9,Jax Jones,You Don't Know Me - Radio Edit,254218,2017-01-09,United Kingdom,gb,254218.0,2017.021917808219
8319,10,The Weeknd,Starboy,253978,2017-01-09,United Kingdom,gb,245067.0,2017.021917808219
8320,1,Ed Sheeran,Shape of You,1258743,2017-01-10,United Kingdom,gb,1323982.0,2017.0246575342467
8321,2,Ed Sheeran,Castle on the Hill,1004582,2017-01-10,United Kingdom,gb,1056686.0,2017.0246575342467
8322,3,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),351953,2017-01-10,United Kingdom,gb,359762.0,2017.0246575342467
8323,4,Little Mix,Touch,335940,2017-01-10,United Kingdom,gb,322861.0,2017.0246575342467
8324,5,Zara Larsson,I Would Like,314189,2017-01-10,United Kingdom,gb,304289.0,2017.0246575342467
8325,6,James Arthur,Say You Won't Let Go,272773,2017-01-10,United Kingdom,gb,263746.0,2017.0246575342467
8326,7,Steve Aoki,Just Hold On,267549,2017-01-10,United Kingdom,gb,258813.0,2017.0246575342467
8327,8,Rag'n'Bone Man,Human,263307,2017-01-10,United Kingdom,gb,254291.0,2017.0246575342467
8328,9,The Weeknd,Starboy,257777,2017-01-10,United Kingdom,gb,253978.0,2017.0246575342467
8329,10,Starley,Call On Me - Ryan Riback Extended Remix,254258,2017-01-10,United Kingdom,gb,254258.0,2017.0246575342467
8330,1,Ed Sheeran,Shape of You,1237865,2017-01-11,United Kingdom,gb,1258743.0,2017.027397260274
8331,2,Ed Sheeran,Castle on the Hill,978083,2017-01-11,United Kingdom,gb,1004582.0,2017.027397260274
8332,3,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),361300,2017-01-11,United Kingdom,gb,351953.0,2017.027397260274
8333,4,Little Mix,Touch,352130,2017-01-11,United Kingdom,gb,335940.0,2017.027397260274
8334,5,Zara Larsson,I Would Like,327409,2017-01-11,United Kingdom,gb,314189.0,2017.027397260274
8335,6,James Arthur,Say You Won't Let Go,286394,2017-01-11,United Kingdom,gb,272773.0,2017.027397260274
8336,7,Steve Aoki,Just Hold On,282969,2017-01-11,United Kingdom,gb,267549.0,2017.027397260274
8337,8,Rag'n'Bone Man,Human,279066,2017-01-11,United Kingdom,gb,263307.0,2017.027397260274
8338,9,Starley,Call On Me - Ryan Riback Extended Remix,265051,2017-01-11,United Kingdom,gb,254258.0,2017.027397260274
8339,10,Jax Jones,You Don't Know Me - Radio Edit,261726,2017-01-11,United Kingdom,gb,261726.0,2017.027397260274
8340,1,Ed Sheeran,Shape of You,1174204,2017-01-12,United Kingdom,gb,1237865.0,2017.0301369863014
8341,2,Ed Sheeran,Castle on the Hill,895934,2017-01-12,United Kingdom,gb,978083.0,2017.0301369863014
8342,3,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),344727,2017-01-12,United Kingdom,gb,361300.0,2017.0301369863014
8343,4,Little Mix,Touch,332005,2017-01-12,United Kingdom,gb,352130.0,2017.0301369863014
8344,5,Zara Larsson,I Would Like,312898,2017-01-12,United Kingdom,gb,327409.0,2017.0301369863014
8345,6,James Arthur,Say You Won't Let Go,276759,2017-01-12,United Kingdom,gb,286394.0,2017.0301369863014
8346,7,Steve Aoki,Just Hold On,271761,2017-01-12,United Kingdom,gb,282969.0,2017.0301369863014
8347,8,Jax Jones,You Don't Know Me - Radio Edit,263141,2017-01-12,United Kingdom,gb,261726.0,2017.0301369863014
8348,9,Rag'n'Bone Man,Human,262805,2017-01-12,United Kingdom,gb,279066.0,2017.0301369863014
8349,10,Starley,Call On Me - Ryan Riback Extended Remix,255747,2017-01-12,United Kingdom,gb,265051.0,2017.0301369863014
8350,1,Ed Sheeran,Shape of You,1189894,2017-01-13,United Kingdom,gb,1174204.0,2017.0328767123287
8351,2,Ed Sheeran,Castle on the Hill,851091,2017-01-13,United Kingdom,gb,895934.0,2017.0328767123287
8352,3,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),362486,2017-01-13,United Kingdom,gb,344727.0,2017.0328767123287
8353,4,Little Mix,Touch,338397,2017-01-13,United Kingdom,gb,332005.0,2017.0328767123287
8354,5,Zara Larsson,I Would Like,323030,2017-01-13,United Kingdom,gb,312898.0,2017.0328767123287
8355,6,Jax Jones,You Don't Know Me - Radio Edit,289233,2017-01-13,United Kingdom,gb,263141.0,2017.0328767123287
8356,7,James Arthur,Say You Won't Let Go,275061,2017-01-13,United Kingdom,gb,276759.0,2017.0328767123287
8357,8,Steve Aoki,Just Hold On,275059,2017-01-13,United Kingdom,gb,271761.0,2017.0328767123287
8358,9,The Weeknd,Starboy,273476,2017-01-13,United Kingdom,gb,273476.0,2017.0328767123287
8359,10,Starley,Call On Me - Ryan Riback Extended Remix,269276,2017-01-13,United Kingdom,gb,255747.0,2017.0328767123287
8360,1,Ed Sheeran,Shape of You,1159718,2017-01-14,United Kingdom,gb,1189894.0,2017.035616438356
8361,2,Ed Sheeran,Castle on the Hill,846433,2017-01-14,United Kingdom,gb,851091.0,2017.035616438356
8362,3,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),402552,2017-01-14,United Kingdom,gb,362486.0,2017.035616438356
8363,4,Little Mix,Touch,382721,2017-01-14,United Kingdom,gb,338397.0,2017.035616438356
8364,5,Zara Larsson,I Would Like,361238,2017-01-14,United Kingdom,gb,323030.0,2017.035616438356
8365,6,Jax Jones,You Don't Know Me - Radio Edit,324726,2017-01-14,United Kingdom,gb,289233.0,2017.035616438356
8366,7,Steve Aoki,Just Hold On,304761,2017-01-14,United Kingdom,gb,275059.0,2017.035616438356
8367,8,Starley,Call On Me - Ryan Riback Extended Remix,299504,2017-01-14,United Kingdom,gb,269276.0,2017.035616438356
8368,9,Rag'n'Bone Man,Human,297060,2017-01-14,United Kingdom,gb,297060.0,2017.035616438356
8369,10,James Arthur,Say You Won't Let Go,293667,2017-01-14,United Kingdom,gb,275061.0,2017.035616438356
8370,1,Ed Sheeran,Shape of You,994504,2017-01-15,United Kingdom,gb,1159718.0,2017.0383561643835
8371,2,Ed Sheeran,Castle on the Hill,725462,2017-01-15,United Kingdom,gb,846433.0,2017.0383561643835
8372,3,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),334277,2017-01-15,United Kingdom,gb,402552.0,2017.0383561643835
8373,4,Little Mix,Touch,307948,2017-01-15,United Kingdom,gb,382721.0,2017.0383561643835
8374,5,Zara Larsson,I Would Like,289644,2017-01-15,United Kingdom,gb,361238.0,2017.0383561643835
8375,6,James Arthur,Say You Won't Let Go,272797,2017-01-15,United Kingdom,gb,293667.0,2017.0383561643835
8376,7,Jax Jones,You Don't Know Me - Radio Edit,268289,2017-01-15,United Kingdom,gb,324726.0,2017.0383561643835
8377,8,Rag'n'Bone Man,Human,253729,2017-01-15,United Kingdom,gb,297060.0,2017.0383561643835
8378,9,Steve Aoki,Just Hold On,253358,2017-01-15,United Kingdom,gb,304761.0,2017.0383561643835
8379,10,The Weeknd,Starboy,248244,2017-01-15,United Kingdom,gb,248244.0,2017.0383561643835
8380,1,Ed Sheeran,Shape of You,1107630,2017-01-16,United Kingdom,gb,994504.0,2017.041095890411
8381,2,Ed Sheeran,Castle on the Hill,769178,2017-01-16,United Kingdom,gb,725462.0,2017.041095890411
8382,3,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),350720,2017-01-16,United Kingdom,gb,334277.0,2017.041095890411
8383,4,Jax Jones,You Don't Know Me - Radio Edit,347481,2017-01-16,United Kingdom,gb,268289.0,2017.041095890411
8384,5,Little Mix,Touch,325922,2017-01-16,United Kingdom,gb,307948.0,2017.041095890411
8385,6,Zara Larsson,I Would Like,305920,2017-01-16,United Kingdom,gb,289644.0,2017.041095890411
8386,7,The Chainsmokers,Paris,290393,2017-01-16,United Kingdom,gb,290393.0,2017.041095890411
8387,8,Rag'n'Bone Man,Human,267054,2017-01-16,United Kingdom,gb,253729.0,2017.041095890411
8388,9,James Arthur,Say You Won't Let Go,265620,2017-01-16,United Kingdom,gb,272797.0,2017.041095890411
8389,10,Steve Aoki,Just Hold On,262035,2017-01-16,United Kingdom,gb,253358.0,2017.041095890411
8390,1,Ed Sheeran,Shape of You,1031472,2017-01-17,United Kingdom,gb,1107630.0,2017.0438356164384
8391,2,Ed Sheeran,Castle on the Hill,747399,2017-01-17,United Kingdom,gb,769178.0,2017.0438356164384
8392,3,Jax Jones,You Don't Know Me - Radio Edit,351269,2017-01-17,United Kingdom,gb,347481.0,2017.0438356164384
8393,4,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),342131,2017-01-17,United Kingdom,gb,350720.0,2017.0438356164384
8394,5,Little Mix,Touch,338588,2017-01-17,United Kingdom,gb,325922.0,2017.0438356164384
8395,6,The Chainsmokers,Paris,336072,2017-01-17,United Kingdom,gb,290393.0,2017.0438356164384
8396,7,Zara Larsson,I Would Like,310976,2017-01-17,United Kingdom,gb,305920.0,2017.0438356164384
8397,8,Rag'n'Bone Man,Human,278207,2017-01-17,United Kingdom,gb,267054.0,2017.0438356164384
8398,9,Starley,Call On Me - Ryan Riback Extended Remix,273935,2017-01-17,United Kingdom,gb,273935.0,2017.0438356164384
8399,10,James Arthur,Say You Won't Let Go,268257,2017-01-17,United Kingdom,gb,265620.0,2017.0438356164384
8400,1,Ed Sheeran,Shape of You,1021025,2017-01-18,United Kingdom,gb,1031472.0,2017.0465753424658
8401,2,Ed Sheeran,Castle on the Hill,730180,2017-01-18,United Kingdom,gb,747399.0,2017.0465753424658
8402,3,Jax Jones,You Don't Know Me - Radio Edit,371848,2017-01-18,United Kingdom,gb,351269.0,2017.0465753424658
8403,4,The Chainsmokers,Paris,358566,2017-01-18,United Kingdom,gb,336072.0,2017.0465753424658
8404,5,Little Mix,Touch,341851,2017-01-18,United Kingdom,gb,338588.0,2017.0465753424658
8405,6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),341233,2017-01-18,United Kingdom,gb,342131.0,2017.0465753424658
8406,7,Zara Larsson,I Would Like,313823,2017-01-18,United Kingdom,gb,310976.0,2017.0465753424658
8407,8,Starley,Call On Me - Ryan Riback Extended Remix,290311,2017-01-18,United Kingdom,gb,273935.0,2017.0465753424658
8408,9,Rag'n'Bone Man,Human,284438,2017-01-18,United Kingdom,gb,278207.0,2017.0465753424658
8409,10,James Arthur,Say You Won't Let Go,274351,2017-01-18,United Kingdom,gb,268257.0,2017.0465753424658
8410,1,Ed Sheeran,Shape of You,984393,2017-01-19,United Kingdom,gb,1021025.0,2017.0493150684931
8411,2,Ed Sheeran,Castle on the Hill,691088,2017-01-19,United Kingdom,gb,730180.0,2017.0493150684931
8412,3,Jax Jones,You Don't Know Me - Radio Edit,380822,2017-01-19,United Kingdom,gb,371848.0,2017.0493150684931
8413,4,The Chainsmokers,Paris,369310,2017-01-19,United Kingdom,gb,358566.0,2017.0493150684931
8414,5,Little Mix,Touch,331967,2017-01-19,United Kingdom,gb,341851.0,2017.0493150684931
8415,6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),330328,2017-01-19,United Kingdom,gb,341233.0,2017.0493150684931
8416,7,Zara Larsson,I Would Like,304942,2017-01-19,United Kingdom,gb,313823.0,2017.0493150684931
8417,8,Starley,Call On Me - Ryan Riback Extended Remix,289064,2017-01-19,United Kingdom,gb,290311.0,2017.0493150684931
8418,9,Rag'n'Bone Man,Human,273521,2017-01-19,United Kingdom,gb,284438.0,2017.0493150684931
8419,10,Steve Aoki,Just Hold On,271269,2017-01-19,United Kingdom,gb,271269.0,2017.0493150684931
8420,1,Ed Sheeran,Shape of You,1033233,2017-01-20,United Kingdom,gb,984393.0,2017.0520547945205
8421,2,Ed Sheeran,Castle on the Hill,684294,2017-01-20,United Kingdom,gb,691088.0,2017.0520547945205
8422,3,Jax Jones,You Don't Know Me - Radio Edit,410159,2017-01-20,United Kingdom,gb,380822.0,2017.0520547945205
8423,4,The Chainsmokers,Paris,372215,2017-01-20,United Kingdom,gb,369310.0,2017.0520547945205
8424,5,Little Mix,Touch,351907,2017-01-20,United Kingdom,gb,331967.0,2017.0520547945205
8425,6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),340185,2017-01-20,United Kingdom,gb,330328.0,2017.0520547945205
8426,7,Zara Larsson,I Would Like,309286,2017-01-20,United Kingdom,gb,304942.0,2017.0520547945205
8427,8,Starley,Call On Me - Ryan Riback Extended Remix,292241,2017-01-20,United Kingdom,gb,289064.0,2017.0520547945205
8428,9,Steve Aoki,Just Hold On,274219,2017-01-20,United Kingdom,gb,271269.0,2017.0520547945205
8429,10,Rag'n'Bone Man,Human,274061,2017-01-20,United Kingdom,gb,273521.0,2017.0520547945205
8430,1,Ed Sheeran,Shape of You,1008851,2017-01-21,United Kingdom,gb,1033233.0,2017.054794520548
8431,2,Ed Sheeran,Castle on the Hill,701168,2017-01-21,United Kingdom,gb,684294.0,2017.054794520548
8432,3,Jax Jones,You Don't Know Me - Radio Edit,448098,2017-01-21,United Kingdom,gb,410159.0,2017.054794520548
8433,4,Little Mix,Touch,404358,2017-01-21,United Kingdom,gb,351907.0,2017.054794520548
8434,5,The Chainsmokers,Paris,389395,2017-01-21,United Kingdom,gb,372215.0,2017.054794520548
8435,6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),373707,2017-01-21,United Kingdom,gb,340185.0,2017.054794520548
8436,7,Zara Larsson,I Would Like,338534,2017-01-21,United Kingdom,gb,309286.0,2017.054794520548
8437,8,Starley,Call On Me - Ryan Riback Extended Remix,321015,2017-01-21,United Kingdom,gb,292241.0,2017.054794520548
8438,9,Steve Aoki,Just Hold On,300243,2017-01-21,United Kingdom,gb,274219.0,2017.054794520548
8439,10,Rag'n'Bone Man,Human,296545,2017-01-21,United Kingdom,gb,274061.0,2017.054794520548
8440,1,Ed Sheeran,Shape of You,867989,2017-01-22,United Kingdom,gb,1008851.0,2017.0575342465754
8441,2,Ed Sheeran,Castle on the Hill,610382,2017-01-22,United Kingdom,gb,701168.0,2017.0575342465754
8442,3,Jax Jones,You Don't Know Me - Radio Edit,360680,2017-01-22,United Kingdom,gb,448098.0,2017.0575342465754
8443,4,The Chainsmokers,Paris,343676,2017-01-22,United Kingdom,gb,389395.0,2017.0575342465754
8444,5,Little Mix,Touch,334095,2017-01-22,United Kingdom,gb,404358.0,2017.0575342465754
8445,6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),308446,2017-01-22,United Kingdom,gb,373707.0,2017.0575342465754
8446,7,Zara Larsson,I Would Like,271931,2017-01-22,United Kingdom,gb,338534.0,2017.0575342465754
8447,8,James Arthur,Say You Won't Let Go,256792,2017-01-22,United Kingdom,gb,256792.0,2017.0575342465754
8448,9,Starley,Call On Me - Ryan Riback Extended Remix,254035,2017-01-22,United Kingdom,gb,321015.0,2017.0575342465754
8449,10,Rag'n'Bone Man,Human,246047,2017-01-22,United Kingdom,gb,296545.0,2017.0575342465754
8450,1,Ed Sheeran,Shape of You,947312,2017-01-23,United Kingdom,gb,867989.0,2017.0602739726028
8451,2,Ed Sheeran,Castle on the Hill,638167,2017-01-23,United Kingdom,gb,610382.0,2017.0602739726028
8452,3,Jax Jones,You Don't Know Me - Radio Edit,434403,2017-01-23,United Kingdom,gb,360680.0,2017.0602739726028
8453,4,The Chainsmokers,Paris,371583,2017-01-23,United Kingdom,gb,343676.0,2017.0602739726028
8454,5,Little Mix,Touch,337779,2017-01-23,United Kingdom,gb,334095.0,2017.0602739726028
8455,6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),320121,2017-01-23,United Kingdom,gb,308446.0,2017.0602739726028
8456,7,Zara Larsson,I Would Like,276328,2017-01-23,United Kingdom,gb,271931.0,2017.0602739726028
8457,8,Starley,Call On Me - Ryan Riback Extended Remix,265841,2017-01-23,United Kingdom,gb,254035.0,2017.0602739726028
8458,9,JP Cooper,September Song,254119,2017-01-23,United Kingdom,gb,254119.0,2017.0602739726028
8459,10,Steve Aoki,Just Hold On,249538,2017-01-23,United Kingdom,gb,249538.0,2017.0602739726028
8460,1,Ed Sheeran,Shape of You,905545,2017-01-24,United Kingdom,gb,947312.0,2017.0630136986301
8461,2,Ed Sheeran,Castle on the Hill,658173,2017-01-24,United Kingdom,gb,638167.0,2017.0630136986301
8462,3,Jax Jones,You Don't Know Me - Radio Edit,414682,2017-01-24,United Kingdom,gb,434403.0,2017.0630136986301
8463,4,The Chainsmokers,Paris,390351,2017-01-24,United Kingdom,gb,371583.0,2017.0630136986301
8464,5,Little Mix,Touch,354130,2017-01-24,United Kingdom,gb,337779.0,2017.0630136986301
8465,6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),315747,2017-01-24,United Kingdom,gb,320121.0,2017.0630136986301
8466,7,Starley,Call On Me - Ryan Riback Extended Remix,288531,2017-01-24,United Kingdom,gb,265841.0,2017.0630136986301
8467,8,JP Cooper,September Song,288303,2017-01-24,United Kingdom,gb,254119.0,2017.0630136986301
8468,9,Zara Larsson,I Would Like,284329,2017-01-24,United Kingdom,gb,276328.0,2017.0630136986301
8469,10,Steve Aoki,Just Hold On,259489,2017-01-24,United Kingdom,gb,249538.0,2017.0630136986301
8470,1,Ed Sheeran,Shape of You,908661,2017-01-25,United Kingdom,gb,905545.0,2017.0657534246575
8471,2,Ed Sheeran,Castle on the Hill,663846,2017-01-25,United Kingdom,gb,658173.0,2017.0657534246575
8472,3,Jax Jones,You Don't Know Me - Radio Edit,425867,2017-01-25,United Kingdom,gb,414682.0,2017.0657534246575
8473,4,The Chainsmokers,Paris,407181,2017-01-25,United Kingdom,gb,390351.0,2017.0657534246575
8474,5,Little Mix,Touch,360055,2017-01-25,United Kingdom,gb,354130.0,2017.0657534246575
8475,6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),317523,2017-01-25,United Kingdom,gb,315747.0,2017.0657534246575
8476,7,JP Cooper,September Song,309233,2017-01-25,United Kingdom,gb,288303.0,2017.0657534246575
8477,8,Starley,Call On Me - Ryan Riback Extended Remix,293573,2017-01-25,United Kingdom,gb,288531.0,2017.0657534246575
